Date,Year,Months,Item,Domain,Area,Element,Value
2015-02-06,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1214.73
2015-02-07,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1215.18
2015-02-08,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1215.62
2015-02-09,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1216.07
2015-02-10,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1216.52
2015-02-11,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1216.96
2015-02-12,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1217.41
2015-02-13,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1217.86
2015-02-14,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1218.30
2015-02-15,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1218.75
2015-02-16,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1219.20
2015-02-17,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1219.64
2015-02-18,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1220.09
2015-02-19,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1220.54
2015-02-20,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1220.98
2015-02-21,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1221.43
2015-02-22,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1221.88
2015-02-23,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1222.32
2015-02-24,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1222.77
2015-02-25,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1223.21
2015-02-26,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1223.66
2015-02-27,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1224.11
2015-02-28,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1224.55
2015-03-01,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1225.00
2015-03-02,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1225.40
2015-03-03,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1225.81
2015-03-04,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1226.21
2015-03-05,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1226.61
2015-03-06,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1227.02
2015-03-07,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1227.42
2015-03-08,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1227.82
2015-03-09,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1228.23
2015-03-10,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1228.63
2015-03-11,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1229.03
2015-03-12,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1229.44
2015-03-13,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1229.84
2015-03-14,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1230.24
2015-03-15,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1230.65
2015-03-16,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1231.05
2015-03-17,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1231.45
2015-03-18,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1231.85
2015-03-19,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1232.26
2015-03-20,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1232.66
2015-03-21,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1233.06
2015-03-22,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1233.47
2015-03-23,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1233.87
2015-03-24,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1234.27
2015-03-25,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1234.68
2015-03-26,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1235.08
2015-03-27,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1235.48
2015-03-28,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1235.89
2015-03-29,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1236.29
2015-03-30,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1236.69
2015-03-31,2015.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1237.10
2015-04-01,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1237.50
2015-04-02,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1237.92
2015-04-03,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1238.33
2015-04-04,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1238.75
2015-04-05,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1239.17
2015-04-06,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1239.58
2015-04-07,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1240.00
2015-04-08,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1240.42
2015-04-09,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1240.83
2015-04-10,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1241.25
2015-04-11,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1241.67
2015-04-12,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1242.08
2015-04-13,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1242.50
2015-04-14,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1242.92
2015-04-15,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1243.33
2015-04-16,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1243.75
2015-04-17,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1244.17
2015-04-18,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1244.58
2015-04-19,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1245.00
2015-04-20,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1245.42
2015-04-21,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1245.83
2015-04-22,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1246.25
2015-04-23,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1246.67
2015-04-24,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1247.08
2015-04-25,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1247.50
2015-04-26,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1247.92
2015-04-27,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1248.33
2015-04-28,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1248.75
2015-04-29,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1249.17
2015-04-30,2015.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1249.58
2015-05-01,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1250.00
2015-05-02,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1250.40
2015-05-03,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1250.81
2015-05-04,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1251.21
2015-05-05,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1251.61
2015-05-06,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1252.02
2015-05-07,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1252.42
2015-05-08,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1252.82
2015-05-09,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1253.23
2015-05-10,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1253.63
2015-05-11,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1254.03
2015-05-12,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1254.44
2015-05-13,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1254.84
2015-05-14,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1255.24
2015-05-15,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1255.65
2015-05-16,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1256.05
2015-05-17,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1256.45
2015-05-18,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1256.85
2015-05-19,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1257.26
2015-05-20,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1257.66
2015-05-21,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1258.06
2015-05-22,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1258.47
2015-05-23,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1258.87
2015-05-24,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1259.27
2015-05-25,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1259.68
2015-05-26,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1260.08
2015-05-27,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1260.48
2015-05-28,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1260.89
2015-05-29,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1261.29
2015-05-30,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1261.69
2015-05-31,2015.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1262.10
2015-06-01,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1262.50
2015-06-02,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1262.92
2015-06-03,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1263.33
2015-06-04,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1263.75
2015-06-05,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1264.17
2015-06-06,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1264.58
2015-06-07,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1265.00
2015-06-08,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1265.42
2015-06-09,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1265.83
2015-06-10,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1266.25
2015-06-11,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1266.67
2015-06-12,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1267.08
2015-06-13,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1267.50
2015-06-14,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1267.92
2015-06-15,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1268.33
2015-06-16,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1268.75
2015-06-17,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1269.17
2015-06-18,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1269.58
2015-06-19,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1270.00
2015-06-20,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1270.42
2015-06-21,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1270.83
2015-06-22,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1271.25
2015-06-23,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1271.67
2015-06-24,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1272.08
2015-06-25,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1272.50
2015-06-26,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1272.92
2015-06-27,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1273.33
2015-06-28,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1273.75
2015-06-29,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1274.17
2015-06-30,2015.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1274.58
2015-07-01,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1275.00
2015-07-02,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1275.40
2015-07-03,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1275.81
2015-07-04,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1276.21
2015-07-05,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1276.61
2015-07-06,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1277.02
2015-07-07,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1277.42
2015-07-08,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1277.82
2015-07-09,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1278.23
2015-07-10,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1278.63
2015-07-11,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1279.03
2015-07-12,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1279.44
2015-07-13,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1279.84
2015-07-14,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1280.24
2015-07-15,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1280.65
2015-07-16,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1281.05
2015-07-17,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1281.45
2015-07-18,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1281.85
2015-07-19,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1282.26
2015-07-20,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1282.66
2015-07-21,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1283.06
2015-07-22,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1283.47
2015-07-23,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1283.87
2015-07-24,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1284.27
2015-07-25,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1284.68
2015-07-26,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1285.08
2015-07-27,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1285.48
2015-07-28,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1285.89
2015-07-29,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1286.29
2015-07-30,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1286.69
2015-07-31,2015.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1287.10
2015-08-01,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1287.50
2015-08-02,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1287.90
2015-08-03,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1288.31
2015-08-04,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1288.71
2015-08-05,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1289.11
2015-08-06,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1289.52
2015-08-07,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1289.92
2015-08-08,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1290.32
2015-08-09,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1290.73
2015-08-10,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1291.13
2015-08-11,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1291.53
2015-08-12,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1291.94
2015-08-13,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1292.34
2015-08-14,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1292.74
2015-08-15,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1293.15
2015-08-16,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1293.55
2015-08-17,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1293.95
2015-08-18,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1294.35
2015-08-19,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1294.76
2015-08-20,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1295.16
2015-08-21,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1295.56
2015-08-22,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1295.97
2015-08-23,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1296.37
2015-08-24,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1296.77
2015-08-25,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1297.18
2015-08-26,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1297.58
2015-08-27,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1297.98
2015-08-28,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1298.39
2015-08-29,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1298.79
2015-08-30,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1299.19
2015-08-31,2015.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1299.60
